UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
★~Ⱥղժɾҽą*įղʂքìɾҽժ~★,@InspiredBohemia,2022-04-18T23:38:35.000Z,"★~Ⱥղժɾҽą*įղʂքìɾҽժ~★
@InspiredBohemia
·
Apr 18, 2022","@elonmusk
 didn't NEED to completely buy 
@Twitter
 or sit on it's board to walk it like he already owns it. So many #ElonMusk tweets TAKING OVER the platform.  #genius ! #brilliant ! TY 
@WholeMarsBlog
 for background! #DogecoinToTheMoon ( on #Mars 2029) #Elongate 
@Tesla
 #TeslaBot
1",💙 🌊 💙,,,1,['https://pbs.twimg.com/media/FQqfc1jXoAI-Vpi?format=jpg&name=small'],https://twitter.com/InspiredBohemia/status/1516199544857538567
MSNBC,@MSNBC,2022-04-18T23:46:02.000Z,"MSNBC
@MSNBC
·
Apr 18, 2022","The real reason Elon Musk wants to take over Twitter
msnbc.com
The real reason Elon Musk wants to take over Twitter
Tesla CEO Elon Musk presents himself as a defender of free speech, but Insider columnist Linette Lopez says he has history of lashing out at critics and ignoring reports of racism at his factories....
86
38
54",,86,38,54,['https://pbs.twimg.com/card_img/1621689178672201731/LKqlFWHi?format=jpg&name=small'],https://twitter.com/MSNBC/status/1516201420646764548
masked BrendaWilliamsonRTcats &save SocialSecurity,@BrendaPerrott,2022-04-18T22:03:42.000Z,"masked BrendaWilliamsonRTcats &save SocialSecurity
@BrendaPerrott
·
Apr 18, 2022","Regarding Elon Musk for president.  Big THANK YOU to the Founders for not allowing those foreign born so Elon cannot run.  Big THANK YOU to 
@Twitter
 board for fighting back against his attack on Twitter.
Quote Tweet
masked BrendaWilliamsonRTcats &save SocialSecurity
@BrendaPerrott
·
Apr 18, 2022
Replying to @nathaliejacoby1
No.  Why don't people learn that billionaires who got the blood money from their daddy's ill gotten gains are even worse than other billionaires & none make good presidents.
1",,,,1,['https://pbs.twimg.com/profile_images/1059277820294123521/OqGaUASt_normal.jpg'],https://twitter.com/BrendaPerrott/status/1516175665678200837
The Associated Press,@AP,2022-04-18T22:33:18.000Z,"The Associated Press
@AP
·
Apr 18, 2022","Twitter has put a major roadblock in front of Elon Musk’s effort to take over the company, leaving investors to wonder about the mercurial Tesla CEO’s next move. Musk has a number of options.
apnews.com
Shareholders await Musk's next move in Twitter takeover bid
DETROIT (AP) — Twitter has dropped a major roadblock in front of Elon Musk’s effort to take over the company, leaving investors to wonder about the mercurial Tesla CEO’s next move. The social media...
40
49
156",,40,49,156,['https://pbs.twimg.com/card_img/1619473057986367489/xOZSj8vR?format=jpg&name=small'],https://twitter.com/AP/status/1516183115487711238
* W. Brett Wilson *,@WBrettWilson,2022-04-18T23:46:18.000Z,"* W. Brett Wilson *
@WBrettWilson
·
Apr 18, 2022","Jesse Kline: Elon Musk wants speech to be free on Twitter and the left just can't handle that, via 
@NationalPost
In other words - left wing dorks don’t want right wing comments.
nationalpost.com
Jesse Kline: Elon Musk wants speech to be free on Twitter and the left just can't handle that
14
13
119",,14,13,119,['https://pbs.twimg.com/card_img/1619501544734441473/YEiwfIPw?format=jpg&name=small'],https://twitter.com/WBrettWilson/status/1516201485352153089
Kaizen,@kaizenlokes,2022-04-18T22:30:56.000Z,"Kaizen
@kaizenlokes
·
Apr 18, 2022","Time to sue the board. They are putting their personal interests ahead of the shareholders. They would rather the company die than let Elon control any of it. Could their be fraud? Hidden agendas? CIA operatives? Hmmm...
@Twitter
 @elonmusk
 @jack
Quote Tweet
Chris Bakke
@ChrisJBakke
·
Apr 16, 2022
Elon Musk is in for a bad time.

I’m not sure he’s prepared to take on a couple PhDs, a few MBAs, and a Baroness who use Twitter once a year (to reset their passwords) and collectively own 77 shares of the company.",,,,,"['https://pbs.twimg.com/profile_images/1491961095136763905/Sd8XRL5__normal.jpg', 'https://pbs.twimg.com/media/FQezYAEUcAI1PO-?format=jpg&name=small']",https://twitter.com/kaizenlokes/status/1516182518676000771
Lyman Zerga,@Saul_Bloom,2022-04-18T23:38:37.000Z,"Lyman Zerga
@Saul_Bloom
·
Apr 18, 2022","Replying to 
@eamarconi
 and 
@CNBC
Elon is shining much needed light onto both 
@Twitter
's relevance and dysfunction.
1",,,,1,[],https://twitter.com/Saul_Bloom/status/1516199552373727235
Bud,@BudGothmog44,2022-04-18T22:52:37.000Z,"Bud
@BudGothmog44
·
Apr 18, 2022","Replying to 
@palazzo214
 and 
@Twitter
Amen to that! Elon is a jackass of a human being!
1",,,,1,[],https://twitter.com/BudGothmog44/status/1516187974005936144
Mean Maria,@mitchellscomet,2022-04-18T22:20:13.000Z,"Mean Maria
@mitchellscomet
·
Apr 18, 2022","Replying to 
@yesica
 and 
@Twitter
They must have done a block purge when Musk bought shares.
1
2",,1,,2,[],https://twitter.com/mitchellscomet/status/1516179820262174727
ɱąƖıƙყɛɛ ©,@MaLiKyEEsWoRlD,2022-04-18T21:51:05.000Z,"ɱąƖıƙყɛɛ ©
@MaLiKyEEsWoRlD
·
Apr 18, 2022","People aren't sheep. People actually read true stories, follow Elon Musk, and know the true facts. Just because people are fascinated by a human being does not make them sheep. I follow many people like Elon. That just means they interest me. Seriously. Rethink this.
1
1",,1,,1,[],https://twitter.com/MaLiKyEEsWoRlD/status/1516172490325831688
Money monger,@CharlesMasayire,2022-04-18T22:48:07.000Z,"Money monger
@CharlesMasayire
·
Apr 18, 2022","@Twitter
 how many re-tweets to buy Twitter",,,,,[],https://twitter.com/CharlesMasayire/status/1516186843024433152
iamijlan,@MrNobodyGaming4,2022-04-18T23:10:44.000Z,"iamijlan
@MrNobodyGaming4
·
Apr 18, 2022","Replying to 
@MrBeast
Any Offers to buy Twitter 
@Twitter
 @MrBeast
 ?",,,,,[],https://twitter.com/MrNobodyGaming4/status/1516192535739133956
TheMiddleSeat,@Juniors_8Ball,2022-04-18T23:55:51.000Z,"TheMiddleSeat
@Juniors_8Ball
·
Apr 18, 2022","Replying to 
@TomFitton
 @elonmusk
 and 
@Tesla
Hey 
@TomFitton
, you just tweeted the dumbest tweet in 
@Twitter
 history. 
The 
@JoeBiden
 and 
@elonmusk
 plan is coming together perfectly. Now they have the right wing pro fossil fuel folks wanting to buy electric vehicles. You're all being played 
1
1",😅 😅,1,,1,[],https://twitter.com/Juniors_8Ball/status/1516203890370179079
__--JPD3--__,@freshjonnyd,2022-04-18T22:12:58.000Z,"__--JPD3--__
@freshjonnyd
·
Apr 18, 2022","Replying to 
@TB_Times
Can’t wait for Musk to buy 
@Twitter
 Liberal propaganda like this will be exposed as the  it is.",💩,,,,[],https://twitter.com/freshjonnyd/status/1516177996696240138
“GHЮßТ,@Im_the2_Ghost,2022-04-18T21:51:45.000Z,"“GHЮßТ
@Im_the2_Ghost
·
Apr 18, 2022","Replying to 
@MattWallace888
 and 
@elonmusk
After ,Elon get 
@Twitter
 ! 
1",🐦,1,,,[],https://twitter.com/Im_the2_Ghost/status/1516172657745711114
Jane.Steranko,@Jane_Steranko,2022-04-18T23:07:43.000Z,"Jane.Steranko
@Jane_Steranko
·
Apr 18, 2022","Replying to 
@RichardAngwin
 @Twitter
 and 
@elonmusk
I don't have an axe to grind against Musk.",,,,,[],https://twitter.com/Jane_Steranko/status/1516191774724792324
Shamrich,@Shamrich1,2022-04-18T22:43:32.000Z,"Shamrich
@Shamrich1
·
Apr 18, 2022","Replying to 
@BscPitbull
 @Twitter
 and 11 others
WoWstrong community lets go buy pitbull now dont miss",🔥 🔥 🔥 🔥 🔥 💪 💪 💪 💪 🚀 🚀 🚀 🚀 🚀 🚀 🚀,,,,[],https://twitter.com/Shamrich1/status/1516185690039795712
ETC,@ZoneZeroNYC,2022-04-18T23:44:01.000Z,"ETC
@ZoneZeroNYC
·
Apr 18, 2022","Replying to 
@RezaC1
Do you think his intentions are pure? I don’t. Twitter, for better or worse, is a news source. Just like how 
@JeffBezos
 bought the 
@washingtonpost
 to control the narrative Elon wants to buy 
@Twitter
 to control the narrative
1
1",,1,,1,[],https://twitter.com/ZoneZeroNYC/status/1516200910002786324
Donald F. Robertson,@DonaldFR,2022-04-18T22:47:21.000Z,"Donald F. Robertson
@DonaldFR
·
Apr 18, 2022","@stephenrobles
 Just listened to your 
@Twitter
 discussion.  I am a small shareholder and a user, and I agree with you and your guest.  I admire 
@elonmusk
 and I love 
@spaceX
, but I am strongly opposed to Mr Musk buying Twitter, and for what it is worth, I will vote against.",,,,,[],https://twitter.com/DonaldFR/status/1516186651944370176
Al-Wafaa News,@news_wafaa,2022-04-18T23:06:38.000Z,"Al-Wafaa News
@news_wafaa
·
Apr 18, 2022","Replying to 
@Alwaleed_Talal
 @elonmusk
 and 2 others
Thank you. Please do everything in your power to prevent Elon Musk from buying it. @SilingWu2 
@TimothyWSchwab
 @SaadRaheem19
 @georgegalloway
 @NajiHaraj
 @ghathami
 @snazzawi
 @Snowden
 @TheMeso
 @NajlaBouden
 @DanPriceSeattle
1
1
3",,1,1,3,[],https://twitter.com/news_wafaa/status/1516191503290454027
Kyle Nutter,@knutter21_,2022-04-18T23:39:54.000Z,"Kyle Nutter
@knutter21_
·
Apr 18, 2022","Replying to 
@naimsays
 and 
@Twitter
They too worried about Elon trying to buy them ",😂,,,,[],https://twitter.com/knutter21_/status/1516199875616026628
Terri Crawford,@T3crawford,2022-04-18T21:35:12.000Z,"Terri Crawford
@T3crawford
·
Apr 18, 2022","@Twitter
 @CNN
 @maddow
 @MSNBC
 @AC360
 @GMA
 @TODAYshow
 @CBSMornings
 @FoxNews
 @LawCrimeNetwork
 still a media  blockade against Johnny Depp vs Amber Heard when she spread her lies. Elon Musk's threat to purchase Twitter has resulted in no mention of Johnny Depp on its app today. Why?",,,,,[],https://twitter.com/T3crawford/status/1516168491908407300
Big B,@blaubaugh,2022-04-18T23:54:52.000Z,"Big B
@blaubaugh
·
Apr 18, 2022","@elon
 shaking up 
@Twitter
 and now a federal judge strikes down mask mandates. Can it get any better than this?
1",,1,,,[],https://twitter.com/blaubaugh/status/1516203643296436229
Dirk,@DirkIsRight,2022-04-18T22:26:18.000Z,"Dirk
@DirkIsRight
·
Apr 18, 2022","What’s your real name I would like to start a Twitter account tracking you and your families location at all times , this is your idea of free speech , I’ll post pictures of there school . Of your work, where your wife shops , I mean what’s good for Elon must be good you right ?",,,,,[],https://twitter.com/DirkIsRight/status/1516181354945605632
Paul in Baltimore,@baltoprof,2022-04-18T22:49:48.000Z,"Paul in Baltimore
@baltoprof
·
Apr 18, 2022","Replying to 
@CawthornforNC
 @Twitter
 and 
@elonmusk
Mads - terms of service - violate terms of service and get thrown off. Musk is smart, he’s a good businessman. People you know are too stupid to know that. Musk isn’t stupid",,,,,[],https://twitter.com/baltoprof/status/1516187265034330116
cassandra,@judiadg,2022-04-18T22:30:35.000Z,"cassandra
@judiadg
·
Apr 18, 2022","Replying to 
@Jim_Jordan
No. I have a Tesla because we need to stop driving gasoline powered cars. That’s what Elon Musk stands for. Funny old world, Gym, where people like you embrace him and seem to forget he’s working to solve the climate disaster. I’m willing to make a trade off 
@Twitter
 for EVs.",,,,,[],https://twitter.com/judiadg/status/1516182431484710917
OMAPROUD,@OMAPROUD,2022-04-18T22:27:24.000Z,"OMAPROUD
@OMAPROUD
·
Apr 18, 2022","Musk targets Twitter board as company adopts 'poison pill'. If Musk buys 
@Twitter
, 3/4 of users would get rid of Twitter. No need to be on a propaganda tool.
reuters.com
Musk targets Twitter board as company adopts 'poison pill'
Elon Musk took a swipe at the board of Twitter on Monday after the social media company adopted a ""poison pill"" to protect itself from the second-biggest shareholder's $43 billion cash buyout offer.",,,,,['https://pbs.twimg.com/card_img/1619809275307769856/d7SjRoLf?format=jpg&name=small'],https://twitter.com/OMAPROUD/status/1516181630322413581
John Hileman,@Golden_Kodiak,2022-04-18T23:19:23.000Z,"John Hileman
@Golden_Kodiak
·
Apr 18, 2022","Replying to 
@IhateBradAusmus
 @RadioFreeTony
 and 8 others
He made the offer because he knew they're too corrupt to show where the money would go, because they embezzle the majority of the money they get donated. How's that BLM donation money being used these days? those donates would have liked to know it was going to buy mansions.
1",,1,,,[],https://twitter.com/Golden_Kodiak/status/1516194712419454976
All Hail the Mighty ROOT!,@MobbyG,2022-04-18T22:46:54.000Z,"All Hail the Mighty ROOT!
@MobbyG
·
Apr 18, 2022","Replying to 
@TrishnaWTEN
 @WTEN
 and 
@Twitter
Waiting on Elon for that one.",📻 💬 ✈,,,,[],https://twitter.com/MobbyG/status/1516186535905083395
Sean Moomey,@SeanMoomey_7,2022-04-18T21:54:47.000Z,"Sean Moomey
@SeanMoomey_7
·
Apr 18, 2022","Replying to 
@ScottWapnerCNBC
 and 
@Twitter
Elon’s got him.",,,,,[],https://twitter.com/SeanMoomey_7/status/1516173420270178308
"Dave ""BLUE WAVE DAVE"" Davis",@AreYouInsane7,2022-04-18T22:19:50.000Z,"Dave ""BLUE WAVE DAVE"" Davis
@AreYouInsane7
·
Apr 18, 2022","Replying to 
@RandyRRQuaid
 and 
@elonmusk
In other news, 
@twitter
 has already to Elon Musk to kick rocks.   How is that career as a thief paying off, Randy?
1",,,,1,[],https://twitter.com/AreYouInsane7/status/1516179725361709057
ɱąƖıƙყɛɛ ©,@MaLiKyEEsWoRlD,2022-04-18T21:48:28.000Z,"ɱąƖıƙყɛɛ ©
@MaLiKyEEsWoRlD
·
Apr 18, 2022","He's not trying to kill all life.  The facts you stated about him getting rich from an emerald mine are falsified. Debunked.

I read an autobiography about Elon Musk, and what you said is falsified.  Just like media is out to destroy most famous people.
moguldom.com
Fact Check: Did Elon Musk Inherit Apartheid Money From His South African Father?
Fact check: Did Elon Musk inherit apartheid money from his South African father? A recurring theme on social media is the claim that Errol Musk owned an emerald mine and paid for his son's ""privile...
1",,1,,,['https://pbs.twimg.com/card_img/1619471863662379008/8YnCH5Fl?format=jpg&name=small'],https://twitter.com/MaLiKyEEsWoRlD/status/1516171830490447886
Techfpvflyer,@tech5960,2022-04-18T23:02:55.000Z,"Techfpvflyer
@tech5960
·
Apr 18, 2022","@tech5960
 
@
@DaisyBe59798028
 
@Twitter
 
@elonmusk
 is Elon Musk taking over Twitter would be like Trump becoming President again. Say goodbye to free speech and our private data which Elon will solely control! DO NOT SELL TWITTER TO MUSK! 

Elon report
news.yahoo.com
The amount of data Elon Musk would have access to if he privatized Twitter 'cannot be compared to...
""This is a disaster, and it's not only about Elon Musk, but he kind of puts it on steroids,"" Shoshana Zuboff told The Washington Post.
1
1
1",,1,1,1,['https://pbs.twimg.com/card_img/1620288205890396161/uvXMEkRz?format=jpg&name=small'],https://twitter.com/tech5960/status/1516190569093111815
Robert Kiyosaki,@theRealKiyosaki,2022-04-19T22:54:45.000Z,"Robert Kiyosaki
@theRealKiyosaki
·
Apr 19, 2022","ELON MUSK is a Capitalist.  He is buying Twitter to set our FREEDOM of SPEECH free from the rats, rodents, and reptiles hiding in Twitters WOKE Corporate Culture. I love capitalism. I love freedom. I love Elon.
1,935
7,899
55.2K",,"1,935","7,899",55.2K,[],https://twitter.com/theRealKiyosaki/status/1516550902382948352
New York Post,@nypost,2022-04-19T21:52:07.000Z,"New York Post
@nypost
·
Apr 19, 2022","Florida Gov. Ron DeSantis threatens to go after Twitter board for trying to sink Elon Musk's purchase https://trib.al/3CCAOxf
253
432
2,673",,253,432,"2,673",['https://pbs.twimg.com/media/FQvQq-FWYAQlUGD?format=jpg&name=small'],https://twitter.com/nypost/status/1516535139441983494
Lisa,@Rockprincess818,2022-04-19T23:28:03.000Z,"Lisa
@Rockprincess818
·
Apr 19, 2022","Elon is buying Twitter and netflix is crashing and burning,,, it’s a pretty good week so far!
6
48
408",,6,48,408,[],https://twitter.com/Rockprincess818/status/1516559280505114626
Benny Johnson,@bennyjohnson,2022-04-19T23:18:20.000Z,"Benny Johnson
@bennyjohnson
·
Apr 19, 2022","Elon Musk 'will mount second takeover bid for Twitter in 10 days'
dailymail.co.uk
Elon Musk willing to invest $15 billion to take Twitter private 
Electric car pioneer Elon Musk has threatened to spend up to $15 billion of his own cash and $10 billion raised by Morgan Stanley to buy Twitter and take the social media company private
12
103
562",,12,103,562,['https://pbs.twimg.com/card_img/1619346192860864512/R8Z9ai4e?format=jpg&name=small'],https://twitter.com/bennyjohnson/status/1516556836371144717
Vivek Ramaswamy,@VivekGRamaswamy,2022-04-19T21:47:13.000Z,"Vivek Ramaswamy
@VivekGRamaswamy
·
Apr 19, 2022","The battle for control of Twitter is a war between the everyday citizen and the managerial class.

I’ll bet that a majority of Twitter’s *actual* shareholders - not Vanguard and BlackRock, but their end-user clients - badly want Elon Musk to control the company.
8
34
179",,8,34,179,['https://pbs.twimg.com/amplify_video_thumb/1516531003300405252/img/VVKUtxhKvWgcnQRA.jpg'],https://twitter.com/VivekGRamaswamy/status/1516533904919961609
NiloRBXS ELITE,@Nilosamurai,2022-04-19T22:11:12.000Z,"NiloRBXS ELITE
@Nilosamurai
·
Apr 19, 2022","$PULI's Extraordinary Progress in the BNB Table 

twitter:
@Puli_Token
 
Buy #PULI via Pancake Swap

#PULI
https://linktr.ee/Puli_Token

Supply 100/000/000

Circ Supply 60,000,000

 $PULI #pulitoken
#BSCGem #LunarCrush
#BSCGemAlert $RBXS
#RBXSamurai #RBXS #RBXStoken #RBX
2
22
15",💎 💎 💥 💥 💥 💥 💥 💥,2,22,15,['https://pbs.twimg.com/media/FQvVB2xWUAoKpoV?format=jpg&name=small'],https://twitter.com/Nilosamurai/status/1516539940292726792
Ben Owen,@hrkbenowen,2022-04-19T22:00:32.000Z,"Ben Owen
@hrkbenowen
·
Apr 19, 2022","Twitter values 'censorship' over profit as Joe Rogan rallies behind Elon Musk's bid to buy platform
foxnews.com
Will Cain: Twitter values 'censorship' over profit as Joe Rogan rallies behind Elon Musk's bid to...
'Fox & Friends Weekend' co-host Will Cain argued Twitter prioritizes censorship over making money as Elon Musk continues his bid to take over the platform.
2
21",,,2,21,['https://pbs.twimg.com/card_img/1621625046992052226/7bxNwKwD?format=jpg&name=small'],https://twitter.com/hrkbenowen/status/1516537257213284353
#TuckFrump,@realTuckFrumper,2022-04-19T21:59:33.000Z,"#TuckFrump
@realTuckFrumper
·
Apr 19, 2022","Elon Musk Humiliates Himself with PROOF He Doesn’t Understand Twitter or Free Speech
realpolitick.com
Elon Musk Humiliates Himself with PROOF He Doesn't Understand Twitter or Free Speech
The regulars will have to excuse us for going back to a theme. There are dozens of “types” of genius, most of us have tapped the tip of one or two elements: there is math, analytical, artistic,...
6
15
41",,6,15,41,['https://pbs.twimg.com/card_img/1620287794357862400/LCfn39pj?format=jpg&name=small'],https://twitter.com/realTuckFrumper/status/1516537010176987137
Low Society,@lowsocietypod,2022-04-19T23:09:10.000Z,"Low Society
@lowsocietypod
·
Apr 19, 2022"," NEW Episode of 
@lowsocietypod
 is OUT! #121 - “ A British Psyop”

We discussed Elon Musk’s twitter purchase, The Netflix Jimmy Saville Documentary and the Evils of the British Establishment. https://soundcloud.com/low-society/121-a-british-psyop?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing…
1
3
19",🚨,1,3,19,['https://pbs.twimg.com/media/FQviTj_XwAAmnGE?format=jpg&name=small'],https://twitter.com/lowsocietypod/status/1516554529919090691
Tosca Austen,@ToscaAusten,2022-04-19T23:44:05.000Z,"Tosca Austen
@ToscaAusten
·
Apr 19, 2022","The richest man in the world is trying to buy Twitter to reverse the company’s embrace of censorship.
Liberals are scared to death.
Dirt from the anti-right algorithms,to .COVID suspensions, to 2020 election secrets are at stake.
.
@elonmusk
 isn’t going away if Twitter rejects him
Quote Tweet
Ty Ross @cooltxchick@mastodon.sdf.org
@cooltxchick
·
Apr 17, 2022
Already under investigation for violating terms of his $40M deal with the SEC, earning his brother an  est. $108M in one trade — Musk’s latest Twitter stunt has earned him a lawsuit. For allegedly costing investors $165M. My latest
@OccupyDemocrats https://occupydemocrats.com/2022/04/17/class-action-tesla-ceo-elon-musk-facing-lawsuit-over-his-latest-twitter-stunt/…
6
59
70",,6,59,70,['https://pbs.twimg.com/profile_images/1243525861040685057/0rjyHvD9_normal.jpg'],https://twitter.com/ToscaAusten/status/1516563316541378568
CNBC's Fast Money,@CNBCFastMoney,2022-04-19T21:45:06.000Z,"CNBC's Fast Money
@CNBCFastMoney
·
Apr 19, 2022","Twitter dropping nearly 5% lower after reports Musk's takeover bid isn't drawing backers.
@grassosteve
 gives the good and the bad for $TWTR
10
17
37",,10,17,37,['https://pbs.twimg.com/media/FQvPD0-XIAIqigV.jpg'],https://twitter.com/CNBCFastMoney/status/1516533370548801539
.,@ayecandy4u,2022-04-19T23:16:04.000Z,".
@ayecandy4u
·
Apr 19, 2022","Replying to 
@elonmusk
@Twitter
 @TwitterSupport
Elon, the people's hero. Visionary, genius, space guy.

This Twitter account had 500,000 followers. The account shows the ""War"" in Ukraine. These idiots suspended his account. Can you please have it restored.
1",,,1,,['https://pbs.twimg.com/media/FQvjwiRVsAI9kiM?format=jpg&name=small'],https://twitter.com/ayecandy4u/status/1516556264360218629
ZapRowsdower,@nkleslie1,2022-04-19T23:23:26.000Z,"ZapRowsdower
@nkleslie1
·
Apr 19, 2022","Replying to 
@helen
Why doesn’t twitter want people to know this absolute fact about the noble Elon musk?
1
1
437",,1,1,437,[],https://twitter.com/nkleslie1/status/1516558120406953988
Копроткин,@koprotkin,2022-04-19T22:08:40.000Z,"Копроткин
@koprotkin
·
Apr 19, 2022","Hey 
@elonmusk
 how long is it going to take you to buy 
@Twitter
 and fire all these scumbags 
@TwitterSupport
Quote Tweet
Glasnost Gone
@GlasnostGone
·
Apr 19, 2022
Utterly crazy: #Twitter's suspended the @ArmedForcesUkr account. With a massive following, literally all it did was post videos & images detailing Russia's barbaric invasion of #Ukraine & how #Ukrainian forces were fighting. How can you get suspended for that @TwitterSupport?
2
2",,,2,2,"['https://pbs.twimg.com/profile_images/877204602881540096/EB8Gdn25_normal.jpg', 'https://pbs.twimg.com/media/FQueAHCXEAwudfl?format=jpg&name=small']",https://twitter.com/koprotkin/status/1516539302280417286
Martin Cohen,@docmartincohen,2022-04-19T22:27:05.000Z,"Martin Cohen
@docmartincohen
·
Apr 19, 2022","Musk has a plan for 
@Twitter
 https://theepochtimes.com/musk-says-twitter-board-will-be-paid-nothing-if-he-takes-over_4412908.html?utm_source=ref_share&utm_campaign=tw&rs=SHRPJGCQ… Useful summary via 
@epochtimes
 ""Musk said earlier that his buyout bid was to transform Twitter in a bastion of free speech by making its algorithm open source and its moderation policies more transparent."" 
@MarkChangizi
theepochtimes.com
Musk Says Twitter Board Will Be Paid Nothing If He Takes Over
Billionaire tech mogul Elon Musk said that, if his Twitter takeover attempt is successful, the company's Board of Directors will go from being paid millions per year to zero.
1
4",,,1,4,[],https://twitter.com/docmartincohen/status/1516543939423178766
Trader-Joe Parody,@Trader_Joe_LPP,2022-04-19T22:03:57.000Z,"Trader-Joe Parody
@Trader_Joe_LPP
·
Apr 19, 2022","Twitter 2.0. Aka incoming lawsuit. $DWAC. 
@Twitter
 hey 
@elonmusk
  are you going to cancel $DWAC once you buy out $TWTR ? 

I’m sure there’s plenty that you’ve already noted!
Quote Tweet
unusual_whales
@unusual_whales
·
Apr 19, 2022
Donald Trump has hit 1 million followers on Truth Social, $DWAC.

He has posted once on the platform.
1
2",,1,,2,['https://pbs.twimg.com/profile_images/1610160756292743172/aMthseAB_normal.png'],https://twitter.com/Trader_Joe_LPP/status/1516538115791355905
Peter R Mac Isaac,@PeterRMacIsaac,2022-04-19T22:43:57.000Z,"Peter R Mac Isaac
@PeterRMacIsaac
·
Apr 19, 2022","Elon vs Twitter’s Board - WORLD WAR 3 https://youtu.be/Z11xgw1dr04 via 
@YouTube
 @elonmusk
 @twitter
 @RightOfEast
 @liz_churchill_
 @Toronto99News
youtube.com
Elon vs Twitter’s Board - WORLD WAR 3
Grab your Magnesium Breakthrough at https://magnesiumbreakthrough.com/jpUse Code ""AWAKEN"" For a DealCheck Out My Merch Here - https://awakenwithjp.comSee my ...",,,,,['https://pbs.twimg.com/card_img/1621343969161678848/HNKacSRC?format=jpg&name=360x360'],https://twitter.com/PeterRMacIsaac/status/1516548182603358213
Evandro Neves,@TheOgGNeveS,2022-04-19T21:47:22.000Z,"Evandro Neves
@TheOgGNeveS
·
Apr 19, 2022","Its makes sense why u wanna buy twitter crypto is easy money some pump here and there sell buy make some bad commentary about the system too much energy now we back on track  can be sold #BTC #dogecoin #dogelonmars now 
@Twitter
  @elonmusk
 on
1",🚗 🤣 🔥 🔥,1,,,[],https://twitter.com/TheOgGNeveS/status/1516533944447115265
Financial Times,@FinancialTimes,2022-04-19T22:30:10.000Z,"Financial Times
@FinancialTimes
·
Apr 19, 2022","Elon Musk’s $43bn bid to buy Twitter is struggling to draw interest from several large institutions with the financial firepower to pull off such a large leveraged buyout in part because of concerns over the social media group's profitability
ft.com
Big buyout groups rule out writing equity cheque for Musk’s $43bn Twitter bid
Institutions with financial firepower to finance takeover are concerned about profitability of social media service
7
19
38",,7,19,38,['https://pbs.twimg.com/card_img/1619566219513991168/jJ2aSPzc?format=jpg&name=small'],https://twitter.com/FinancialTimes/status/1516544715247833094
The Epoch Times,@EpochTimes,2022-04-19T21:55:01.000Z,"The Epoch Times
@EpochTimes
·
Apr 19, 2022","While some feel that 
@ElonMusk
’s 9.2% #Twitter stock purchase and his offer to buy the #BigTech company outright is a sign that the restoration of #FreeSpeech could return to the platform, to others, Musk is a threat to the left’s control of the platform.
theepochtimes.com
Elon Musk Snapping Up Twitter: Free Speech Revival or Socialist Expansion?
While some feel that tech mogul Elon Musk's recent 9.2 percent Twitter stock purchase and his offer to buy Twitter ...
2
12
35",,2,12,35,['https://pbs.twimg.com/card_img/1619641165443399680/6K0HGg_f?format=jpg&name=small'],https://twitter.com/EpochTimes/status/1516535868340805641
Steven Ackerman,@UnRepConsrvtive,2022-04-19T22:55:20.000Z,"Steven Ackerman
@UnRepConsrvtive
·
Apr 19, 2022","The sooner 
@elonmusk
 ousts the current 
@Twitter
 Board the better! : Musk Twitter Takeover Officially Underway as New 'Complex' Plan Revealed  
@WestJournalism
westernjournal.com
Breaking: Musk Twitter Takeover Officially Underway as New 'Complex' Plan Revealed After Cryptic...
According to multiple new reports, Musk will be forming a ""complex"" to take control of Twitter within days.
1",👍,,,1,['https://pbs.twimg.com/card_img/1621290147466874881/k7zJ2PuR?format=jpg&name=small'],https://twitter.com/UnRepConsrvtive/status/1516551049187840008
Tesla in the Gong,@TeslaGong,2022-04-19T23:34:32.000Z,"Tesla in the Gong
@TeslaGong
·
Apr 19, 2022","I strongly believe ONLY 
@elonmusk
 can save 
@Twitter
 users !! 

The scam BOTS  are exasperating !

- Hacked verified accounts  
- Popular Cryto or NFTs  
- Large following  
- Free Airdrop  
- FAKE website  

Elon nuke em all please 
Quote Tweet
ProjectDoge.eth
@ProjectDogeNFT
·
Apr 19, 2022
SCAM !!! This is getting exasperating  

@Twitter has a massive problem and it will ONLY be solved when @elonmusk takes over !!! Damn !!!

Verified account  
Popular crypto / NFT  
Airdrop  
Large following  
BUT IT IS A BLOODY SCAM. 

ELON. SAVE. US. twitter.com/carlylflynn/st…
1
1",🦘 🤖 🚕 🤖 ✅ ✅ ✅ ✅ ✅ 🤬 🤬 🤬 🤬 ✅ ✅ ✅ ✅,,1,1,['https://pbs.twimg.com/profile_images/1534788813327040512/navitNNA_normal.png'],https://twitter.com/TeslaGong/status/1516560914367266818
Tyler_Durden,@dohtx03,2022-04-19T23:35:43.000Z,"Tyler_Durden
@dohtx03
·
Apr 19, 2022","Replying to 
@ThankYouX
 @Twitter
 and 
@jack
@elonmusk
 hurry up and buy plz
1
2",,1,,2,[],https://twitter.com/dohtx03/status/1516561211990716418
